idfuente,nombre_archivo,nombre_serie,signatura,tipo_doc,titulo_doc,fecha_doc,folio_pagina,contenido,URL
161,Archivo General de Indias,Correos,"CORREOS,269B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1773-05-01,NULL,"Diario de navegación del paquebote 'El Pizarro' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de La Habana. El 30 de agosto de 1773 murió Cayetano Antúnez. A partir de esta fecha continúa el diario Juan Antonio de la Bodega",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41082
162,Archivo General de Indias,Correos,"CORREOS,269A,R.7",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1769-05-02,NULL,"Diario de navegación del paquebot 'El Pizarro' al mando de su capitán, José de Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41074
163,Archivo General de Indias,Correos,"CORREOS,269B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1774-08-02,NULL,"Diario de navegación del paquebote 'El Pizarro' al mando de su capitán Juan Antonio de la Bodega, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41084
164,Archivo General de Indias,Correos,"CORREOS,269A,R.8",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1769-10-20,NULL,"Diario de navegación del paquebot 'El Pizarro' al mando de su capitán, José de Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41075
165,Archivo General de Indias,Correos,"CORREOS,269A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1768-09-02,NULL,"Diario de navegación del paquebot 'El Pizarro' al mando de su capitán, José Francisco Becerra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41073
166,Archivo General de Indias,Correos,"CORREOS,269A,R.9",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1770-06-01,NULL,"Diario de navegación del paquebot 'El Pizarro' al mando de su capitán, José de Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41076
167,Archivo General de Indias,Correos,"CORREOS,269B,R.4",Diario de navegación,Diario de navegación del paquebot ''El Pizarro'',1772-09-01,NULL,"Diario de navegación del paquebot 'El Pizarro' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41081
168,Archivo General de Indias,Correos,"CORREOS,191A,R.4",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1767-09-26,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de Buenos Aires. Se refiere únicamente al viaje de vuelta. El 11 de enero de 1768 llegó a El Ferrol donde entregó los pliegos",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40823
169,Archivo General de Indias,Correos,"CORREOS,191A,R.5",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1769-12-18,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40824
170,Archivo General de Indias,Correos,"CORREOS,191A,R.7",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1771-12-21,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40826
171,Archivo General de Indias,Correos,"CORREOS,274A,R.16",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1791-10-06,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Juan Manuel de las Cagigas, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41225
172,Archivo General de Indias,Correos,"CORREOS,274A,R.12",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1783-09-02,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41221
173,Archivo General de Indias,Correos,"CORREOS,191B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1780-11-26,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán José de Santalices, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40830
174,Archivo General de Indias,Correos,"CORREOS,274A,R.5",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1769-05-13,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de La Habana. Se refiere únicamente al viaje de vuelta. Lleva dos pasaportes, uno otorgado por el marqués de Grimaldi y otro por don Antonio Bucareli y Ursua",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41214
175,Archivo General de Indias,Correos,"CORREOS,279B,R.19",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1765-01-24,NULL,"Diario de navegación del paquebote 'El Príncipe' al mando de su capitán Manuel Antonio de la Villa, procedente de los astilleros de Sorroza.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41322
176,Archivo General de Indias,Correos,"CORREOS,191A,R.8",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1772-12-15,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Andrés Vélez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40827
177,Archivo General de Indias,Correos,"CORREOS,274A,R.1",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1765-05-03,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de La Habana. Se encuentran separados los viajes de ida y de vuelta",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41210
178,Archivo General de Indias,Correos,"CORREOS,274A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1773-11-01,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Agustín de Salazar, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41215
179,Archivo General de Indias,Correos,"CORREOS,274A,R.3",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1766-09-01,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de La Habana. Se encuentran separados los viaje de ida y de vuelta",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41212
180,Archivo General de Indias,Correos,"CORREOS,274A,R.10",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1778-06-06,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Francisco Antonio Abello, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41219
181,Archivo General de Indias,Correos,"CORREOS,274A,R.13",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1785-12-18,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Juan Tutzo, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41222
182,Archivo General de Indias,Correos,"CORREOS,274A,R.14",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1787-06-02,NULL,"Diario de navegación del paquebote 'El Príncipe' al mando de su capitán, Luis Antonio de Músquez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41223
183,Archivo General de Indias,Correos,"CORREOS,191A,R.5",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1769-12-18,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40824
184,Archivo General de Indias,Correos,"CORREOS,191A,R.7",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1771-12-21,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40826
185,Archivo General de Indias,Correos,"CORREOS,274A,R.16",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1791-10-06,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Juan Manuel de las Cagigas, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41225
186,Archivo General de Indias,Correos,"CORREOS,274A,R.12",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1783-09-02,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41221
187,Archivo General de Indias,Correos,"CORREOS,191B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1780-11-26,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán José de Santalices, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40830
188,Archivo General de Indias,Correos,"CORREOS,274A,R.5",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1769-05-13,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de La Habana. Se refiere únicamente al viaje de vuelta. Lleva dos pasaportes, uno otorgado por el marqués de Grimaldi y otro por don Antonio Bucareli y Ursua",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41214
189,Archivo General de Indias,Correos,"CORREOS,279B,R.19",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1765-01-24,NULL,"Diario de navegación del paquebote 'El Príncipe' al mando de su capitán Manuel Antonio de la Villa, procedente de los astilleros de Sorroza.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41322
190,Archivo General de Indias,Correos,"CORREOS,191A,R.8",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1772-12-15,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Andrés Vélez, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40827
191,Archivo General de Indias,Correos,"CORREOS,274A,R.1",Diario de navegación,Diario de navegación del paquebot ''El Príncipe'',1765-05-03,NULL,"Diario de navegación del paquebot 'El Príncipe' al mando de su capitán, Manuel Antonio de la Villa, con destino a la carrera de La Habana. Se encuentran separados los viajes de ida y de vuelta",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41210
192,Archivo General de Indias,Correos,"CORREOS,271B,R.1",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1765-03-04,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41130
193,Archivo General de Indias,Correos,"CORREOS,271B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-04-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán José de Llano, con destino a la carrera de La Habana. Lleva dos pasaportes: uno otorgado por el rey Carlos III y otro por el marqués de Grimaldi",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41136
194,Archivo General de Indias,Correos,"CORREOS,271B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1767-11-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán Francisco de Larrea y Urculu, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41134
195,Archivo General de Indias,Correos,"CORREOS,192A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1776-07-20,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de las Casas, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40844
196,Archivo General de Indias,Correos,"CORREOS,271B,R.8",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-11-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41137
197,Archivo General de Indias,Correos,"CORREOS,271B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-01-08,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41131
198,Archivo General de Indias,Correos,"CORREOS,271B,R.20",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1786-10-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, Manuel de Abona, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41149
199,Archivo General de Indias,Correos,"CORREOS,271B,R.13",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1773-07-02,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41142
200,Archivo General de Indias,Correos,"CORREOS,271B,R.10",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1772-01-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana. Arribó al puerto de Muros, el 1 de mayo de 1772, y allí permaneció hasta el 7 del mismo mes",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41139
201,Archivo General de Indias,Correos,"CORREOS,271B,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1769-09-16,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41135
202,Archivo General de Indias,Correos,"CORREOS,271B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-08-01,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana. Arribó al puerto de Gijón",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41132
203,Archivo General de Indias,Correos,"CORREOS,271B,R.14",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1774-01-04,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41143
204,Archivo General de Indias,Correos,"CORREOS,271B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-04-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán José de Llano, con destino a la carrera de La Habana. Lleva dos pasaportes: uno otorgado por el rey Carlos III y otro por el marqués de Grimaldi",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41136
205,Archivo General de Indias,Correos,"CORREOS,271B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1767-11-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán Francisco de Larrea y Urculu, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41134
206,Archivo General de Indias,Correos,"CORREOS,192A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1776-07-20,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de las Casas, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40844
207,Archivo General de Indias,Correos,"CORREOS,271B,R.8",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-11-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41137
208,Archivo General de Indias,Correos,"CORREOS,271B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-01-08,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41131
209,Archivo General de Indias,Correos,"CORREOS,271B,R.20",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1786-10-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, Manuel de Abona, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41149
210,Archivo General de Indias,Correos,"CORREOS,271B,R.13",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1773-07-02,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41142
211,Archivo General de Indias,Correos,"CORREOS,271B,R.10",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1772-01-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana. Arribó al puerto de Muros, el 1 de mayo de 1772, y allí permaneció hasta el 7 del mismo mes",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41139
212,Archivo General de Indias,Correos,"CORREOS,271B,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1769-09-16,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41135
213,Archivo General de Indias,Correos,"CORREOS,271B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-08-01,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana. Arribó al puerto de Gijón",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41132
214,Archivo General de Indias,Correos,"CORREOS,194B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Real Carlos'',1780-05-24,NULL,"Diario de navegación del paquebot 'El Real Carlos' al mando de su capitán, Vicente de Uraga, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40893
215,Archivo General de Indias,Correos,"CORREOS,273A,R.7",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1769-06-02,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41184
216,Archivo General de Indias,Correos,"CORREOS,273A,R.10",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1771-03-05,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41187
217,Archivo General de Indias,Correos,"CORREOS,273A,R.17",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1776-03-05,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41194
218,Archivo General de Indias,Correos,"CORREOS,273A,R.15",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1774-10-02,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41192
219,Archivo General de Indias,Correos,"CORREOS,273A,R.16",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1775-07-01,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41193
220,Archivo General de Indias,Correos,"CORREOS,273B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1779-02-03,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41198
221,Archivo General de Indias,Correos,"CORREOS,273A,R.4",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1767-03-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41181
222,Archivo General de Indias,Correos,"CORREOS,279B,R.18",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1765-01-23,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán Mateo de Urcullu, procedente de los astilleros de Sorroza.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41321
223,Archivo General de Indias,Correos,"CORREOS,273B,R.6",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1787-01-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Francisco Antonio Abello, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41201
224,Archivo General de Indias,Correos,"CORREOS,273A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1768-11-01,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41183
225,Archivo General de Indias,Correos,"CORREOS,273B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1781-09-14,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana. Este paquebot partió del puerto de Cádiz, a donde había llegado del viaje anterior",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41200
226,Archivo General de Indias,Correos,"CORREOS,273B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1791-04-17,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Silvestre de Zabala, con destino a la carrera de La Habana. Estuvo tres meses en el puerto de Montevideo",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41202
227,Archivo General de Indias,Correos,"CORREOS,273A,R.1",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1765-04-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41178
228,Archivo General de Indias,Correos,"CORREOS,271B,R.14",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1774-01-04,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41143
229,Archivo General de Indias,Correos,"CORREOS,271B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-04-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán José de Llano, con destino a la carrera de La Habana. Lleva dos pasaportes: uno otorgado por el rey Carlos III y otro por el marqués de Grimaldi",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41136
230,Archivo General de Indias,Correos,"CORREOS,271B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1767-11-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán Francisco de Larrea y Urculu, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41134
231,Archivo General de Indias,Correos,"CORREOS,192A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1776-07-20,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de las Casas, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40844
232,Archivo General de Indias,Correos,"CORREOS,271B,R.8",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1770-11-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41137
233,Archivo General de Indias,Correos,"CORREOS,271B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-01-08,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41131
234,Archivo General de Indias,Correos,"CORREOS,271B,R.20",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1786-10-03,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, Manuel de Abona, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41149
235,Archivo General de Indias,Correos,"CORREOS,271B,R.13",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1773-07-02,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41142
236,Archivo General de Indias,Correos,"CORREOS,271B,R.10",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1772-01-01,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de La Habana. Arribó al puerto de Muros, el 1 de mayo de 1772, y allí permaneció hasta el 7 del mismo mes",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41139
237,Archivo General de Indias,Correos,"CORREOS,271B,R.6",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1769-09-16,NULL,"Diario de navegación del paquebot 'El Quirós' al mando de su capitán, José de Llano, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41135
238,Archivo General de Indias,Correos,"CORREOS,271B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Quirós'',1766-08-01,NULL,"Diario de navegación del paquebote 'El Quirós' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana. Arribó al puerto de Gijón",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41132
239,Archivo General de Indias,Correos,"CORREOS,194B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Real Carlos'',1780-05-24,NULL,"Diario de navegación del paquebot 'El Real Carlos' al mando de su capitán, Vicente de Uraga, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40893
240,Archivo General de Indias,Correos,"CORREOS,273A,R.7",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1769-06-02,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41184
241,Archivo General de Indias,Correos,"CORREOS,273A,R.10",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1771-03-05,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41187
242,Archivo General de Indias,Correos,"CORREOS,273A,R.17",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1776-03-05,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41194
243,Archivo General de Indias,Correos,"CORREOS,273A,R.15",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1774-10-02,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41192
244,Archivo General de Indias,Correos,"CORREOS,273A,R.16",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1775-07-01,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41193
